FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
0400000119,0.0,8,2,412.75,380.32,593.07,EUR
0400000119,1499.23,5,0,568.88,17.0,2085.11,Other
0400000120,4221.16,2,0,736.64,729.34,5687.14,AMD
0400000120,0.0,7,0,388.34,752.91,1141.25,USD
0400000120,0.0,0,1,348.45,-646.1,-397.65,EUR
0400000120,729.45,8,1,808.03,213.07,1650.55,Other
0400000121,2309.33,5,4,104.05,403.41,2416.79,AMD
0400000121,0.0,5,1,986.02,-534.9,351.12,USD
0400000121,0.0,6,0,157.43,804.06,961.49,EUR
0400000121,0.0,8,3,871.24,-312.01,259.23,Other
0400000122,0.0,7,0,776.6,85.84,862.44,AMD
0400000122,559.84,6,0,587.55,-313.68,833.71,USD
0400000122,3518.29,3,1,192.07,47.87,3658.23,EUR
0400000122,0.0,3,4,531.99,472.75,604.74,Other
0400000123,937.31,8,1,273.17,527.99,1638.47,AMD
0400000123,3571.17,6,0,912.69,61.23,4545.09,USD
0400000123,1193.36,7,1,636.32,-157.39,1572.29,EUR
0400000123,0.0,7,2,594.13,172.3,566.43,Other
0400000124,1375.69,5,0,932.57,145.74,2454.0,AMD
0400000124,4461.98,4,2,839.11,266.4,5367.49,USD
0400000124,4824.42,1,3,608.73,183.47,5316.62,EUR
0400000124,1308.38,5,0,754.87,861.68,2924.93,Other
0400000125,0.0,8,4,865.54,-276.03,189.51,AMD
0400000125,89.71,2,2,986.97,635.28,1511.96,USD
0400000125,2723.8,3,0,367.33,-451.23,2639.9,EUR
0400000125,1796.01,2,3,525.9,-924.49,1097.42,Other
0400000126,715.88,3,1,437.24,226.95,1280.07,AMD
0400000126,372.63,1,1,234.65,-213.79,293.49,USD
0400000126,0.0,9,2,454.32,765.36,1019.68,EUR
0400000126,0.0,7,0,437.32,640.24,1077.56,Other
0400000127,0.0,5,2,930.31,911.14,1641.45,AMD
0400000127,0.0,1,3,223.21,570.98,494.19,USD
0400000127,0.0,0,3,984.66,-280.95,403.71,EUR
0400000127,4383.61,6,3,205.13,-233.8,4054.94,Other
0400000128,1481.76,0,3,375.25,722.95,2279.96,AMD
0400000128,0.0,7,3,902.44,-866.16,-263.72,USD
0400000128,177.9,6,3,769.22,-175.33,471.79,EUR
0400000128,1963.22,6,4,548.78,282.57,2394.57,Other
0400000129,1880.56,8,0,663.48,-976.43,1567.61,AMD
0400000129,2708.96,0,2,594.24,22.85,3126.05,USD
0400000129,0.0,2,2,480.77,-985.44,-704.67,EUR
0400000129,3910.11,1,0,980.35,299.02,5189.48,Other
0400000130,0.0,3,0,723.86,53.59,777.45,AMD
0400000130,0.0,7,1,698.06,693.29,1291.35,USD
0400000130,0.0,5,3,584.74,565.47,850.21,EUR
0400000130,4421.78,7,0,466.88,202.95,5091.61,Other
0400000131,3298.84,0,3,599.05,411.97,4009.86,AMD
0400000131,0.0,9,1,164.7,-573.05,-508.35,USD
0400000131,1152.29,3,1,270.47,504.7,1827.46,EUR
0400000131,0.0,2,0,187.18,91.62,278.8,Other
0400000132,3568.18,2,1,714.68,-281.16,3901.7,AMD
0400000132,0.0,0,0,627.71,-696.33,-68.62,USD
0400000132,0.0,4,0,702.13,949.82,1651.95,EUR
0400000132,2686.73,4,4,709.43,-630.07,2366.09,Other
0400000133,0.0,0,1,458.31,-400.32,-42.01,AMD
0400000133,0.0,8,0,161.26,-173.28,-12.02,USD
0400000133,0.0,7,4,928.1,-412.85,115.25,EUR
0400000133,0.0,1,2,499.95,891.39,1191.34,Other
0400000134,0.0,6,4,979.74,116.36,696.1,AMD
0400000134,3293.65,5,3,799.76,371.45,4164.86,USD
0400000134,2430.95,8,1,777.12,-720.94,2387.13,EUR
0400000134,984.02,7,3,237.93,624.95,1546.9,Other
0400000135,2021.38,6,2,414.26,-508.54,1727.1,AMD
0400000135,0.0,4,3,284.12,0.09,-15.79,USD
0400000135,0.0,4,3,861.57,871.0,1432.57,EUR
0400000135,2551.44,7,4,426.98,-847.45,1730.97,Other
0400000136,518.06,2,1,270.97,708.36,1397.39,AMD
0400000136,3658.69,6,0,693.25,665.15,5017.09,USD
0400000136,0.0,4,3,680.83,70.88,451.71,EUR
0400000136,1127.67,6,0,519.09,370.88,2017.64,Other
0400000137,0.0,1,4,701.93,164.01,465.94,AMD
0400000137,3919.27,1,2,498.93,275.0,4493.2,USD
0400000137,2222.26,6,3,156.06,528.62,2606.94,EUR
0400000137,0.0,8,1,910.0,323.88,1133.88,Other
0400000138,0.0,0,3,363.48,424.21,487.69,AMD
0400000138,0.0,7,4,135.0,476.2,211.2,USD
0400000138,1638.43,4,3,965.81,701.88,3006.12,EUR
0400000138,0.0,6,2,252.67,826.33,879.0,Other
0400000139,0.0,2,3,772.71,772.59,1245.3,AMD
0400000139,4272.74,5,4,641.35,-863.36,3650.73,USD
0400000139,0.0,7,0,728.75,-292.57,436.18,EUR
0400000139,154.1,8,4,893.12,-829.34,-182.12,Other
0400000140,346.52,6,0,550.22,-373.86,522.88,AMD
0400000140,3934.65,8,4,314.02,827.54,4676.21,USD
0400000140,4356.43,6,3,776.7,-203.13,4630.0,EUR
0400000140,0.0,6,0,159.98,-757.11,-597.13,Other
0400000141,1597.22,0,2,703.89,86.73,2187.84,AMD
0400000141,634.69,7,1,702.48,981.34,2218.51,USD
0400000141,0.0,0,3,452.68,867.59,1020.27,EUR
0400000141,0.0,2,1,807.13,304.62,1011.75,Other
0400000142,0.0,7,2,949.32,-953.48,-204.16,AMD
0400000142,0.0,8,4,637.54,-299.52,-61.98,USD
0400000142,0.0,6,1,592.57,-654.8,-162.23,EUR
0400000142,2004.53,7,4,376.61,233.65,2214.79,Other
0400000143,0.0,6,1,438.15,112.86,451.01,AMD
0400000143,0.0,6,3,618.37,529.08,847.45,USD
0400000143,0.0,9,3,915.34,989.87,1605.21,EUR
0400000143,654.03,9,4,408.03,-665.77,-3.71,Other
0400000144,0.0,1,3,535.84,-573.3,-337.46,AMD
0400000144,4000.73,8,3,934.56,810.65,5445.94,USD
0400000144,0.0,8,2,437.07,-356.16,-119.09,EUR
0400000144,0.0,3,1,818.9,470.13,1189.03,Other
0400000145,1491.09,0,0,266.7,796.78,2554.57,AMD
0400000145,1115.96,3,0,535.6,837.44,2489.0,USD
0400000145,0.0,9,3,346.48,-732.35,-685.87,EUR
0400000145,4989.12,5,2,584.58,551.61,5925.31,Other
0400000146,729.44,2,0,765.26,996.84,2491.54,AMD
0400000146,865.29,5,3,338.25,-208.78,694.76,USD
0400000146,3174.28,0,0,554.39,812.51,4541.18,EUR
0400000146,3938.23,2,3,913.75,748.84,5300.82,Other
0400000147,3870.06,1,3,878.58,419.9,4868.54,AMD
0400000147,0.0,3,0,617.04,-673.46,-56.42,USD
0400000147,3780.48,7,4,352.83,167.55,3900.86,EUR
0400000147,1704.58,6,2,662.95,339.0,2506.53,Other
0400000148,3731.22,6,1,943.46,-46.48,4528.2,AMD
0400000148,3968.91,4,4,604.57,260.54,4434.02,USD
0400000148,0.0,8,1,357.93,-438.32,-180.39,EUR
0400000148,0.0,4,1,677.43,-857.88,-280.45,Other
0400000149,0.0,6,0,702.38,579.71,1282.09,AMD
0400000149,4957.2,6,0,486.17,815.5,6258.87,USD
0400000149,2902.7,5,1,641.11,220.62,3664.43,EUR
0400000149,1568.63,7,1,663.56,17.32,2149.51,Other
0400000150,0.0,1,0,669.23,890.59,1559.82,AMD
0400000150,1681.96,4,4,536.12,-319.46,1498.62,USD
0400000150,0.0,2,4,957.73,989.16,1546.89,EUR
0400000150,0.0,7,2,804.52,-488.54,115.98,Other
