FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
0400000119,727.88,0,0,107.08,-887.73,-52.77,EUR
0400000119,0.0,8,0,370.62,-346.75,23.87,Other
0400000120,1567.95,5,1,303.89,-620.34,1151.5,AMD
0400000120,0.0,2,3,161.63,-560.23,-698.6,USD
0400000120,2347.72,3,2,443.23,-3.42,2587.53,EUR
0400000120,0.0,0,4,128.64,-583.96,-855.32,Other
0400000121,172.78,8,3,675.39,-618.15,-69.98,AMD
0400000121,1255.91,2,4,590.73,998.88,2445.52,USD
0400000121,4387.52,3,4,934.42,447.12,5369.06,EUR
0400000121,0.0,9,1,375.78,768.91,1044.69,Other
0400000122,0.0,8,0,984.9,889.76,1874.66,AMD
0400000122,2448.54,1,2,289.26,-117.38,2420.42,USD
0400000122,3903.12,2,1,702.68,159.56,4665.36,EUR
0400000122,1103.17,8,3,745.55,-258.57,1290.15,Other
0400000123,4406.45,0,1,739.03,503.88,5549.36,AMD
0400000123,3298.16,3,2,584.63,669.99,4352.78,USD
0400000123,3784.89,1,0,302.78,-907.96,3179.71,EUR
0400000123,20.45,5,1,249.49,393.64,563.58,Other
0400000124,0.0,3,2,998.39,417.9,1216.29,AMD
0400000124,3717.79,6,3,617.43,-929.28,3105.94,USD
0400000124,3905.26,2,1,702.78,794.16,5302.2,EUR
0400000124,0.0,6,1,992.28,465.99,1358.27,Other
0400000125,0.0,5,2,910.79,362.85,1073.64,AMD
0400000125,211.31,0,3,658.49,-999.7,-429.9,USD
0400000125,1987.94,1,2,647.68,-177.51,2258.11,EUR
0400000125,4683.89,0,4,967.29,-998.86,4252.32,Other
0400000126,0.0,7,1,901.7,877.81,1679.51,AMD
0400000126,4931.47,1,4,368.23,105.37,5005.07,USD
0400000126,4892.2,4,3,139.3,-198.11,4533.39,EUR
0400000126,0.0,9,2,687.44,917.08,1404.52,Other
0400000127,2760.0,3,3,155.94,-554.02,2061.92,AMD
0400000127,0.0,3,1,448.75,-803.57,-454.82,USD
0400000127,0.0,0,0,887.55,-265.91,621.64,EUR
0400000127,0.0,8,2,756.71,-261.59,295.12,Other
0400000128,0.0,8,0,265.68,-155.72,109.96,AMD
0400000128,0.0,1,4,323.57,-579.97,-656.4,USD
0400000128,0.0,8,3,649.53,474.12,823.65,EUR
0400000128,191.75,9,3,540.81,-689.87,-257.31,Other
0400000129,0.0,4,3,807.12,869.36,1376.48,AMD
0400000129,2640.69,8,1,132.92,-347.02,2326.59,USD
0400000129,2707.7,6,2,241.69,-914.63,1834.76,EUR
0400000129,0.0,4,2,909.73,464.97,1174.7,Other
0400000130,1741.02,6,1,756.73,128.6,2526.35,AMD
0400000130,0.0,0,3,235.11,-36.48,-101.37,USD
0400000130,0.0,7,0,731.18,383.47,1114.65,EUR
0400000130,0.0,0,2,839.7,-646.84,-7.14,Other
0400000131,3248.68,9,1,968.55,-527.39,3589.84,AMD
0400000131,0.0,2,0,877.72,814.13,1691.85,USD
0400000131,3033.46,1,3,131.95,606.72,3472.13,EUR
0400000131,0.0,5,2,533.87,179.95,513.82,Other
0400000132,4791.67,4,2,124.68,3.19,4719.54,AMD
0400000132,0.0,8,1,425.93,-917.32,-591.39,USD
0400000132,4584.24,6,3,749.06,873.87,5907.17,EUR
0400000132,0.0,5,3,528.24,509.84,738.08,Other
0400000133,96.69,3,0,446.93,183.44,727.06,AMD
0400000133,0.0,8,3,736.82,-78.13,358.69,USD
0400000133,3295.34,5,0,197.04,973.78,4466.16,EUR
0400000133,0.0,4,3,588.35,19.04,307.39,Other
0400000134,4406.99,7,4,966.48,362.5,5335.97,AMD
0400000134,0.0,4,2,354.39,-345.56,-191.17,USD
0400000134,457.51,1,0,608.73,22.56,1088.8,EUR
0400000134,876.4,4,0,130.14,-323.22,683.32,Other
0400000135,0.0,4,3,933.98,118.01,751.99,AMD
0400000135,0.0,6,1,955.61,-149.74,705.87,USD
0400000135,530.1,3,1,393.45,893.18,1716.73,EUR
0400000135,0.0,0,3,307.17,-175.01,-167.84,Other
0400000136,0.0,7,2,336.48,935.58,1072.06,AMD
0400000136,4900.22,5,3,286.44,-695.92,4190.74,USD
0400000136,3323.24,5,3,552.13,127.97,3703.34,EUR
0400000136,0.0,2,3,758.41,-281.61,176.8,Other
0400000137,4787.03,3,0,767.89,694.04,6248.96,AMD
0400000137,0.0,2,1,751.29,146.8,798.09,USD
0400000137,801.09,7,0,106.12,-726.06,181.15,EUR
0400000137,3372.53,1,2,447.04,596.06,4215.63,Other
0400000138,4845.85,7,3,698.32,63.6,5307.77,AMD
0400000138,0.0,6,3,244.92,-279.92,-335.0,USD
0400000138,0.0,2,1,914.06,645.03,1459.09,EUR
0400000138,0.0,8,4,255.76,632.71,488.47,Other
0400000139,485.73,4,3,200.81,812.45,1198.99,AMD
0400000139,4441.77,9,0,861.27,938.93,6241.97,USD
0400000139,0.0,1,0,119.01,-743.18,-624.17,EUR
0400000139,1265.72,9,0,345.67,-776.07,835.32,Other
0400000140,472.39,2,1,659.63,-781.74,250.28,AMD
0400000140,3382.73,3,1,686.5,-760.37,3208.86,USD
0400000140,0.0,1,4,300.1,839.38,739.48,EUR
0400000140,3717.25,9,1,881.13,960.06,5458.44,Other
0400000141,0.0,8,3,825.23,382.76,907.99,AMD
0400000141,0.0,5,0,826.17,751.37,1577.54,USD
0400000141,0.0,1,4,327.14,570.11,497.25,EUR
0400000141,966.59,1,2,106.98,-698.07,175.5,Other
0400000142,3583.54,0,3,274.01,-129.37,3428.18,AMD
0400000142,254.78,8,1,111.39,828.43,1094.6,USD
0400000142,2011.71,1,1,438.51,-279.71,2070.51,EUR
0400000142,607.13,6,4,494.86,69.27,771.26,Other
0400000143,2446.99,3,1,605.37,543.4,3495.76,AMD
0400000143,0.0,9,2,185.3,6.1,-8.6,USD
0400000143,0.0,3,0,417.0,-17.98,399.02,EUR
0400000143,0.0,8,4,632.35,528.2,760.55,Other
0400000144,0.0,9,0,361.86,-90.74,271.12,AMD
0400000144,4000.55,6,1,876.44,-861.39,3915.6,USD
0400000144,703.36,0,3,132.02,-989.89,-454.51,EUR
0400000144,336.31,5,3,473.81,-607.75,-97.63,Other
0400000145,0.0,2,4,830.01,316.38,746.39,AMD
0400000145,3059.18,8,2,989.33,827.53,4676.04,USD
0400000145,0.0,8,2,538.76,-848.02,-509.26,EUR
0400000145,3394.7,9,3,762.18,-483.73,3373.15,Other
0400000146,3473.74,4,2,304.79,419.53,3998.06,AMD
0400000146,0.0,7,3,938.48,875.94,1514.42,USD
0400000146,0.0,8,0,727.12,-316.27,410.85,EUR
0400000146,1095.71,6,1,901.42,-249.19,1647.94,Other
0400000147,0.0,7,1,819.38,566.92,1286.3,AMD
0400000147,0.0,9,2,162.64,-353.77,-391.13,USD
0400000147,4425.68,1,2,554.35,130.69,4910.72,EUR
0400000147,0.0,4,0,684.45,-879.85,-195.4,Other
0400000148,2633.86,2,1,153.33,188.54,2875.73,AMD
0400000148,0.0,3,0,234.73,-485.67,-250.94,USD
0400000148,796.73,2,2,532.18,410.73,1539.64,EUR
0400000148,0.0,6,0,837.48,231.16,1068.64,Other
0400000149,3634.64,5,3,171.63,-189.14,3317.13,AMD
0400000149,3035.58,6,3,401.72,-544.61,2592.69,USD
0400000149,1289.96,6,1,922.69,-734.48,1378.17,EUR
0400000149,3557.11,6,2,959.43,583.43,4899.97,Other
0400000150,3728.49,9,4,400.06,-878.47,2850.08,AMD
0400000150,157.89,9,4,338.14,-148.76,-52.73,USD
0400000150,0.0,7,4,744.25,-772.19,-427.94,EUR
0400000150,0.0,9,1,350.32,359.29,609.61,Other
