FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
0400000119,0.0,8,3,518.82,474.57,693.39,Other
0400000120,28.94,1,2,216.45,541.1,586.49,AMD
0400000120,355.81,6,1,200.87,803.71,1260.39,USD
0400000120,0.0,3,2,974.25,565.66,1339.91,EUR
0400000120,0.0,3,2,850.47,-212.31,438.16,Other
0400000121,0.0,3,1,894.94,-138.37,656.57,AMD
0400000121,0.0,5,0,771.38,-194.68,576.7,USD
0400000121,0.0,5,3,739.08,-993.86,-554.78,EUR
0400000121,0.0,4,2,197.55,-12.03,-14.48,Other
0400000122,154.52,0,2,117.45,872.38,944.35,AMD
0400000122,2934.34,6,3,987.72,57.02,3679.08,USD
0400000122,1011.39,9,3,842.93,-515.53,1038.79,EUR
0400000122,2273.04,4,3,729.21,-26.39,2675.86,Other
0400000123,4052.2,8,1,371.34,-209.46,4114.08,AMD
0400000123,0.0,9,0,774.73,-571.45,203.28,USD
0400000123,2630.67,3,4,755.24,45.67,3031.58,EUR
0400000123,1097.99,9,1,383.64,-487.22,894.41,Other
0400000124,0.0,6,4,397.63,-368.39,-370.76,AMD
0400000124,253.32,1,0,292.59,-626.15,-80.24,USD
0400000124,3731.2,5,0,217.77,-677.8,3271.17,EUR
0400000124,0.0,6,4,270.92,-208.56,-337.64,Other
0400000125,4399.2,5,3,507.94,106.52,4713.66,AMD
0400000125,577.19,0,1,407.94,-364.55,520.58,USD
0400000125,4977.29,7,2,444.08,424.69,5646.06,EUR
0400000125,3358.3,5,2,629.84,638.73,4426.87,Other
0400000126,0.0,3,1,801.68,461.22,1162.9,AMD
0400000126,3379.89,4,2,187.89,821.16,4188.94,USD
0400000126,0.0,6,2,613.7,242.66,656.36,EUR
0400000126,991.99,0,4,655.44,258.01,1505.44,Other
0400000127,0.0,2,4,807.87,957.65,1365.52,AMD
0400000127,0.0,7,4,622.03,358.63,580.66,USD
0400000127,0.0,2,2,203.44,-351.84,-348.4,EUR
0400000127,0.0,8,3,795.52,-73.31,422.21,Other
0400000128,0.0,3,0,188.09,-362.18,-174.09,AMD
0400000128,0.0,3,1,142.15,-723.3,-681.15,USD
0400000128,0.0,6,0,272.98,-940.6,-667.62,EUR
0400000128,1062.17,1,0,443.18,584.41,2089.76,Other
0400000129,2872.66,3,3,708.02,301.49,3582.17,AMD
0400000129,0.0,8,2,359.58,-255.83,-96.25,USD
0400000129,0.0,5,0,330.28,-47.72,282.56,EUR
0400000129,0.0,8,0,770.45,194.75,965.2,Other
0400000130,194.22,7,4,783.72,433.62,1011.56,AMD
0400000130,0.0,4,2,750.86,76.38,627.24,USD
0400000130,0.0,2,4,745.37,-767.3,-421.93,EUR
0400000130,3671.49,2,2,855.59,-802.66,3524.42,Other
0400000131,0.0,4,3,573.86,829.89,1103.75,AMD
0400000131,2218.65,2,3,621.36,-432.56,2107.45,USD
0400000131,0.0,6,4,986.69,-301.1,285.59,EUR
0400000131,3148.5,1,0,703.99,-196.4,3656.09,Other
0400000132,0.0,9,1,543.97,-350.75,93.22,AMD
0400000132,0.0,5,3,558.71,-486.27,-227.56,USD
0400000132,3232.75,5,1,513.87,23.15,3669.77,EUR
0400000132,548.64,5,4,772.87,864.94,1786.45,Other
0400000133,0.0,5,2,199.1,172.95,172.05,AMD
0400000133,0.0,2,4,564.96,-85.52,79.44,USD
0400000133,0.0,1,4,378.72,-388.88,-410.16,EUR
0400000133,2156.26,7,4,869.95,-722.11,1904.1,Other
0400000134,0.0,9,2,445.63,547.43,793.06,AMD
0400000134,0.0,6,3,650.49,573.02,923.51,USD
0400000134,1426.24,0,0,221.21,-127.44,1520.01,EUR
0400000134,0.0,7,4,454.37,466.58,520.95,Other
0400000135,4691.33,8,3,227.53,897.52,5516.38,AMD
0400000135,0.0,7,2,163.86,-800.08,-836.22,USD
0400000135,368.72,8,3,922.16,-164.65,826.23,EUR
0400000135,3108.35,1,4,459.84,473.07,3641.26,Other
0400000136,1927.75,7,4,883.22,264.26,2675.23,AMD
0400000136,259.44,9,1,728.33,18.2,905.97,USD
0400000136,0.0,3,3,110.49,-361.51,-551.02,EUR
0400000136,0.0,2,3,794.24,156.12,650.36,Other
0400000137,0.0,6,2,170.12,242.53,212.65,AMD
0400000137,0.0,0,0,387.87,327.45,715.32,USD
0400000137,4865.63,5,4,769.25,534.74,5769.62,EUR
0400000137,833.95,0,2,186.86,952.43,1773.24,Other
0400000138,897.41,2,2,894.37,101.35,1693.13,AMD
0400000138,2056.64,8,0,705.03,542.99,3304.66,USD
0400000138,0.0,5,3,321.57,-23.24,-1.67,EUR
0400000138,0.0,3,2,328.69,-406.48,-277.79,Other
0400000139,1053.74,9,4,399.01,878.21,1930.96,AMD
0400000139,0.0,8,3,310.21,-442.56,-432.35,USD
0400000139,3720.02,9,4,178.64,361.25,3859.91,EUR
0400000139,1259.95,7,1,300.47,257.62,1718.04,Other
0400000140,0.0,6,4,304.43,87.43,-8.14,AMD
0400000140,0.0,5,2,942.6,-485.85,256.75,USD
0400000140,0.0,6,4,972.89,393.31,966.2,EUR
0400000140,3451.77,5,1,306.28,128.46,3786.51,Other
0400000141,0.0,8,4,538.03,991.17,1129.2,AMD
0400000141,0.0,4,2,809.09,156.09,765.18,USD
0400000141,0.0,1,4,729.14,-681.85,-352.71,EUR
0400000141,0.0,9,3,314.65,-116.02,-101.37,Other
0400000142,0.0,7,2,779.64,355.77,935.41,AMD
0400000142,0.0,7,1,462.71,823.33,1186.04,USD
0400000142,0.0,9,4,282.1,480.6,362.7,EUR
0400000142,655.33,0,1,411.75,360.44,1327.52,Other
0400000143,0.0,6,1,567.22,-79.91,387.31,AMD
0400000143,2816.6,6,3,550.85,-662.54,2404.91,USD
0400000143,0.0,4,2,168.5,-619.79,-651.29,EUR
0400000143,4299.66,7,2,709.14,-449.49,4359.31,Other
0400000144,0.0,7,0,277.46,963.57,1241.03,AMD
0400000144,0.0,3,3,279.36,-182.36,-203.0,USD
0400000144,0.0,4,0,823.96,-826.0,-2.04,EUR
0400000144,4351.8,4,0,474.22,876.87,5702.89,Other
0400000145,3534.31,9,3,198.35,-517.63,2915.03,AMD
0400000145,0.0,4,4,245.92,-767.73,-921.81,USD
0400000145,0.0,4,3,474.15,-587.9,-413.75,EUR
0400000145,0.0,6,0,280.75,43.61,324.36,Other
0400000146,0.0,8,0,559.71,-977.46,-417.75,AMD
0400000146,2189.44,1,2,765.38,139.33,2894.15,USD
0400000146,3308.61,4,0,911.32,321.25,4541.18,EUR
0400000146,1401.78,4,1,349.67,541.18,2192.63,Other
0400000147,0.0,7,1,739.9,-732.06,-92.16,AMD
0400000147,1469.25,2,0,788.38,348.37,2606.0,USD
0400000147,0.0,0,0,186.84,305.66,492.5,EUR
0400000147,1486.15,3,2,490.68,-62.15,1714.68,Other
0400000148,0.0,5,0,372.46,-790.51,-418.05,AMD
0400000148,3848.33,2,1,134.18,394.25,4276.76,USD
0400000148,0.0,9,4,424.46,676.31,700.77,EUR
0400000148,0.0,7,4,586.8,578.94,765.74,Other
0400000149,0.0,1,2,247.05,-675.68,-628.63,AMD
0400000149,0.0,1,3,710.46,422.52,832.98,USD
0400000149,0.0,7,3,925.49,290.99,916.48,EUR
0400000149,0.0,7,3,294.61,995.5,990.11,Other
0400000150,4847.05,2,4,352.01,-272.56,4526.5,AMD
0400000150,4622.53,4,4,138.0,-97.67,4262.86,USD
0400000150,1986.63,5,1,969.41,98.51,2954.55,EUR
0400000150,0.0,9,0,192.57,-241.93,-49.36,Other
