FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
0400000119,3618.19,5,4,502.7,801.18,4522.07,EUR
0400000119,0.0,0,0,644.76,-678.12,-33.36,Other
0400000120,1981.43,0,4,679.94,-369.11,1892.26,AMD
0400000120,4703.7,5,4,776.52,-172.66,4907.56,USD
0400000120,1871.64,5,1,535.66,421.56,2728.86,EUR
0400000120,0.0,2,3,565.22,510.49,775.71,Other
0400000121,0.0,6,1,139.89,857.64,897.53,AMD
0400000121,1535.31,4,2,741.63,-82.42,1994.52,USD
0400000121,0.0,9,0,238.03,304.73,542.76,EUR
0400000121,0.0,5,0,747.3,-585.99,161.31,Other
0400000122,0.0,3,1,204.22,274.62,378.84,AMD
0400000122,3446.48,7,1,178.89,591.92,4117.29,USD
0400000122,4233.77,3,0,553.32,-658.81,4128.28,EUR
0400000122,3986.87,3,4,162.0,216.31,3965.18,Other
0400000123,0.0,2,0,711.42,-484.41,227.01,AMD
0400000123,0.0,0,2,687.83,257.47,745.3,USD
0400000123,0.0,7,2,800.76,-244.62,356.14,EUR
0400000123,0.0,3,3,127.24,-641.23,-813.99,Other
0400000124,3542.07,7,2,858.8,-532.73,3668.14,AMD
0400000124,986.95,1,2,360.84,457.51,1605.3,USD
0400000124,3945.22,1,1,301.2,-897.64,3248.78,EUR
0400000124,76.78,2,4,294.6,493.46,464.84,Other
0400000125,4322.57,0,2,842.86,445.63,5411.06,AMD
0400000125,194.2,3,3,728.35,-611.67,10.88,USD
0400000125,0.0,9,4,185.96,-474.76,-688.8,EUR
0400000125,3832.83,0,1,798.38,-11.58,4519.63,Other
0400000126,580.2,7,0,981.49,-894.32,667.37,AMD
0400000126,848.06,4,4,100.53,-543.0,5.59,USD
0400000126,0.0,0,2,170.71,-624.32,-653.61,EUR
0400000126,2110.12,3,1,262.43,268.81,2541.36,Other
0400000127,2393.71,9,2,621.48,-53.7,2761.49,AMD
0400000127,3109.93,5,2,681.25,-952.77,2638.41,USD
0400000127,4626.65,7,2,739.66,271.67,5437.98,EUR
0400000127,0.0,4,4,769.99,-889.38,-519.39,Other
0400000128,0.0,1,2,448.62,303.76,552.38,AMD
0400000128,0.0,0,3,594.36,729.2,1023.56,USD
0400000128,4740.5,2,1,748.87,-632.13,4757.24,EUR
0400000128,0.0,2,3,654.17,-664.81,-310.64,Other
0400000129,0.0,9,0,667.79,237.99,905.78,AMD
0400000129,0.0,3,4,945.52,-639.2,-93.68,USD
0400000129,0.0,6,1,235.16,-424.69,-289.53,EUR
0400000129,3469.02,0,4,196.18,-48.8,3216.4,Other
0400000130,0.0,7,4,181.83,181.75,-36.42,AMD
0400000130,4691.92,5,3,238.55,-593.79,4036.68,USD
0400000130,1047.58,2,2,662.49,-796.03,714.04,EUR
0400000130,0.0,5,4,474.27,499.34,573.61,Other
0400000131,3980.49,1,3,683.53,-967.28,3396.74,AMD
0400000131,3378.51,1,0,776.24,255.35,4410.1,USD
0400000131,4678.24,4,3,681.48,-742.64,4317.08,EUR
0400000131,2679.0,5,0,326.65,-208.85,2796.8,Other
0400000132,3173.05,9,1,823.06,485.87,4381.98,AMD
0400000132,0.0,8,3,600.63,692.96,993.59,USD
0400000132,2948.61,5,0,867.44,-716.9,3099.15,EUR
0400000132,4902.52,9,0,785.15,779.1,6466.77,Other
0400000133,0.0,9,0,434.58,50.2,484.78,AMD
0400000133,0.0,3,2,530.0,-923.29,-593.29,USD
0400000133,0.0,9,0,875.44,-505.43,370.01,EUR
0400000133,4483.65,7,2,312.84,-455.83,4140.66,Other
0400000134,875.89,5,4,597.98,-577.26,496.61,AMD
0400000134,1638.51,7,4,631.29,-461.61,1408.19,USD
0400000134,3467.26,8,3,724.69,110.01,4001.96,EUR
0400000134,4081.27,6,3,194.06,406.96,4382.29,Other
0400000135,2455.98,7,3,884.24,140.99,3181.21,AMD
0400000135,0.0,8,0,450.05,-869.88,-419.83,USD
0400000135,0.0,1,0,996.16,-622.91,373.25,EUR
0400000135,711.07,6,0,746.25,-95.61,1361.71,Other
0400000136,0.0,5,2,799.63,497.3,1096.93,AMD
0400000136,1174.34,1,0,414.92,465.96,2055.22,USD
0400000136,302.95,8,4,155.57,514.68,573.2,EUR
0400000136,0.0,5,4,549.67,-246.2,-96.53,Other
0400000137,0.0,1,0,935.07,-635.34,299.73,AMD
0400000137,3537.09,7,3,594.51,-561.49,3270.11,USD
0400000137,0.0,7,2,427.51,964.57,1192.08,EUR
0400000137,0.0,3,2,333.67,772.01,905.68,Other
0400000138,0.0,1,2,467.14,57.08,324.22,AMD
0400000138,0.0,8,4,569.86,602.75,772.61,USD
0400000138,4533.92,0,2,739.29,-56.83,5016.38,EUR
0400000138,0.0,0,0,692.21,-80.19,612.02,Other
0400000139,2114.98,2,4,945.24,-875.43,1784.79,AMD
0400000139,0.0,9,3,556.65,-766.24,-509.59,USD
0400000139,4853.12,7,1,922.12,-632.1,5043.14,EUR
0400000139,1039.04,3,4,666.41,773.94,2079.39,Other
0400000140,3812.94,3,4,556.62,441.57,4411.13,AMD
0400000140,0.0,2,1,463.95,69.09,433.04,USD
0400000140,0.0,3,3,699.77,-53.04,346.73,EUR
0400000140,0.0,9,1,667.63,109.17,676.8,Other
0400000141,928.25,0,1,117.02,-479.44,465.83,AMD
0400000141,0.0,7,2,421.77,61.84,283.61,USD
0400000141,0.0,3,4,317.04,806.98,724.02,EUR
0400000141,0.0,0,0,128.87,-554.36,-425.49,Other
0400000142,0.0,6,0,300.31,345.65,645.96,AMD
0400000142,0.0,2,4,126.36,-682.85,-956.49,USD
0400000142,808.88,0,3,849.3,505.66,1863.84,EUR
0400000142,3229.08,2,2,842.28,976.6,4847.96,Other
0400000143,2620.66,0,2,800.79,-109.24,3112.21,AMD
0400000143,121.42,9,4,695.6,800.87,1217.89,USD
0400000143,0.0,8,4,335.05,613.08,548.13,EUR
0400000143,0.0,0,4,604.64,-443.88,-239.24,Other
0400000144,0.0,9,4,419.72,-268.79,-249.07,AMD
0400000144,0.0,1,2,992.03,724.99,1517.02,USD
0400000144,276.39,1,2,668.86,-32.67,712.58,EUR
0400000144,2008.76,3,3,409.15,-888.43,1229.48,Other
0400000145,4491.71,1,2,530.17,583.13,5405.01,AMD
0400000145,696.45,8,3,149.8,922.8,1469.05,USD
0400000145,2866.56,5,3,870.84,56.36,3493.76,EUR
0400000145,578.3,5,1,905.2,512.59,1896.09,Other
0400000146,190.4,6,0,656.6,-267.63,579.37,AMD
0400000146,0.0,0,0,355.75,-44.68,311.07,USD
0400000146,1345.31,7,1,627.83,-139.07,1734.07,EUR
0400000146,0.0,8,0,763.36,990.83,1754.19,Other
0400000147,0.0,2,3,574.08,1.82,275.9,AMD
0400000147,0.0,6,2,858.51,-483.99,174.52,USD
0400000147,0.0,4,2,190.56,485.28,475.84,EUR
0400000147,1414.18,8,2,841.41,-176.83,1878.76,Other
0400000148,0.0,3,4,158.87,-214.35,-455.48,AMD
0400000148,0.0,4,4,616.48,321.33,537.81,USD
0400000148,0.0,2,0,995.0,-869.64,125.36,EUR
0400000148,586.68,7,2,352.76,-837.21,-97.77,Other
0400000149,0.0,5,0,828.32,928.88,1757.2,AMD
0400000149,0.0,8,4,669.94,-129.11,140.83,USD
0400000149,538.92,9,1,580.71,300.94,1320.57,EUR
0400000149,0.0,4,1,913.2,505.59,1318.79,Other
0400000150,4191.25,1,2,279.36,372.73,4643.34,AMD
0400000150,0.0,3,4,999.24,338.47,937.71,USD
0400000150,0.0,8,2,674.23,-778.03,-303.8,EUR
0400000150,0.0,9,4,941.6,308.23,849.83,Other
